mp_id,sr_no,house,state,mp_name,membership_type,tenure,constituency,allocated_limit,source
RS166,166,Rajya Sabha,Andhra Pradesh,Shri Ryaga Krishnaiah,Elected MP,2024-2028,Rajya Sabha — Andhra Pradesh,170413583.79,REAL_GOVT_PDF
RS167,167,Rajya Sabha,Andhra Pradesh,Shri S Niranjan Reddy,Elected MP,2022-2028,Rajya Sabha — Andhra Pradesh,224621383.11,REAL_GOVT_PDF
RS168,168,Rajya Sabha,Gujarat,Shri S. Jaishankar,Elected MP,2023-2029,Rajya Sabha — Gujarat,171500000.0,REAL_GOVT_PDF
RS169,169,Rajya Sabha,Tamil Nadu,Shri S. Kalyanasundaram,Elected MP,2022-2028,Rajya Sabha — Tamil Nadu,239763792.52,REAL_GOVT_PDF
RS170,170,Rajya Sabha,Puducherry,Shri S. Selvaganabathy,Elected MP,2021-2027,Rajya Sabha — Puducherry,292881856.49,REAL_GOVT_PDF
RS171,171,Rajya Sabha,Tamil Nadu,Shri S.R. Sivalingam,Elected MP,2025-2031,Rajya Sabha — Tamil Nadu,89248285.42,REAL_GOVT_PDF
RS172,172,Rajya Sabha,Goa,Shri Sadanand Mhalu Shet Tanavade,Elected MP,2023-2029,Rajya Sabha — Goa,171500000.0,REAL_GOVT_PDF
RS173,173,Rajya Sabha,Jammu And Kashmir,Shri Sajjad Ahmad Kichloo,Elected MP,2025-2031,Rajya Sabha — Jammu And Kashmir,73500000.0,REAL_GOVT_PDF
RS174,174,Rajya Sabha,West Bengal,Shri Samik Bhattacharya,Elected MP,2024-2030,Rajya Sabha — West Bengal,147000000.0,REAL_GOVT_PDF
RS175,175,Rajya Sabha,West Bengal,Shri Samirul Islam,Elected MP,2023-2029,Rajya Sabha — West Bengal,171500000.0,REAL_GOVT_PDF
RS176,176,Rajya Sabha,Andhra Pradesh,Shri Sana Sathish Babu,Elected MP,2026-2032,Rajya Sabha — Andhra Pradesh,49063978.0,REAL_GOVT_PDF
RS177,177,Rajya Sabha,Kerala,Shri Sandosh Kumar P,Elected MP,2022-2028,Rajya Sabha — Kerala,220563957.11,REAL_GOVT_PDF
RS178,178,Rajya Sabha,Haryana,Shri Sanjay Bhatia,Elected MP,2026-2032,Rajya Sabha — Haryana,49000000.0,REAL_GOVT_PDF
RS179,179,Rajya Sabha,Bihar,Shri Sanjay Kumar Jha,Elected MP,2024-2030,Rajya Sabha — Bihar,186200000.0,REAL_GOVT_PDF
RS180,180,Rajya Sabha,Maharashtra,Shri Sanjay Raut,Elected MP,2022-2028,Rajya Sabha — Maharashtra,196063957.11,REAL_GOVT_PDF
RS181,181,Rajya Sabha,Uttar Pradesh,Shri Sanjay Seth,Elected MP,2024-2030,Rajya Sabha — Uttar Pradesh,147000000.0,REAL_GOVT_PDF
RS182,182,Rajya Sabha,Delhi,Shri Sanjay Singh,Elected MP,2024-2030,Rajya Sabha — Delhi,184466426.11,REAL_GOVT_PDF
RS183,183,Rajya Sabha,Bihar,Shri Sanjay Yadav,Elected MP,2024-2030,Rajya Sabha — Bihar,186200000.0,REAL_GOVT_PDF
RS184,184,Rajya Sabha,Punjab,Shri Sant Balbir Singh,Elected MP,2022-2028,Rajya Sabha — Punjab,196359074.44000003,REAL_GOVT_PDF
RS185,185,Rajya Sabha,Jammu And Kashmir,Shri Sat Paul Sharma,Elected MP,2025-2031,Rajya Sabha — Jammu And Kashmir,73500000.0,REAL_GOVT_PDF
RS186,186,Rajya Sabha,Bihar,Shri Satish Chandra Dubey,Elected MP,2022-2028,Rajya Sabha — Bihar,235263957.11,REAL_GOVT_PDF
RS187,187,Rajya Sabha,Chandigarh,Shri Satnam Singh Sandhu,Nominated MP,2024-2030,Rajya Sabha — Chandigarh,147000000.0,REAL_GOVT_PDF
RS188,188,Rajya Sabha,Bihar,Shri Shambhu Sharan Patel,Elected MP,2022-2028,Rajya Sabha — Bihar,237168443.49,REAL_GOVT_PDF
RS189,189,Rajya Sabha,Bihar,Shri Shivesh Kumar,Elected MP,2026-2032,Rajya Sabha — Bihar,49000000.0,REAL_GOVT_PDF
RS190,190,Rajya Sabha,Haryana,Shri Subhash Barala,Elected MP,2024-2030,Rajya Sabha — Haryana,147000000.0,REAL_GOVT_PDF
RS191,191,Rajya Sabha,Odisha,Shri Subhasish Khuntia,Elected MP,2024-2030,Rajya Sabha — Odisha,147000000.0,REAL_GOVT_PDF
RS192,192,Rajya Sabha,Odisha,Shri Sujeet Kumar,Elected MP,2026-2032,Rajya Sabha — Odisha,49000000.0,REAL_GOVT_PDF
RS193,193,Rajya Sabha,Uttar Pradesh,Shri Surendra Singh Nagar,Elected MP,2022-2028,Rajya Sabha — Uttar Pradesh,220563957.11,REAL_GOVT_PDF
RS194,194,Rajya Sabha,Arunachal Pradesh,Shri Tai Tagak,Elected MP,2026-2032,Rajya Sabha — Arunachal Pradesh,49000000.0,REAL_GOVT_PDF
RS195,195,Rajya Sabha,Madhya Pradesh,Shri Tarun Chugh,Elected MP,2026-2032,Rajya Sabha — Madhya Pradesh,49000000.0,REAL_GOVT_PDF
RS196,196,Rajya Sabha,Uttar Pradesh,Shri Tejveer Singh,Elected MP,2024-2030,Rajya Sabha — Uttar Pradesh,147000000.0,REAL_GOVT_PDF
RS197,197,Rajya Sabha,Assam,Shri Terash Gowalla,Elected MP,2026-2032,Rajya Sabha — Assam,49000000.0,REAL_GOVT_PDF
RS198,198,Rajya Sabha,Tamil Nadu,Shri Tiruchi Siva,Elected MP,2026-2032,Rajya Sabha — Tamil Nadu,49356476.5,REAL_GOVT_PDF
RS199,199,Rajya Sabha,Maharashtra,Shri Ujjwal Deorao Nikam,Nominated MP,2025-2031,Rajya Sabha — Maharashtra,73500000.0,REAL_GOVT_PDF
RS200,200,Rajya Sabha,Bihar,Shri Upendra Kushwaha,Elected MP,2026-2032,Rajya Sabha — Bihar,49000000.0,REAL_GOVT_PDF
RS201,201,Rajya Sabha,Andhra Pradesh,Shri V. Vijayendra Prasad,Nominated MP,2022-2028,Rajya Sabha — Andhra Pradesh,196063957.11,REAL_GOVT_PDF
RS202,202,Rajya Sabha,Andhra Pradesh,Shri Vijay Chintakayala,Elected MP,2026-2032,Rajya Sabha — Andhra Pradesh,49000000.0,REAL_GOVT_PDF
RS203,203,Rajya Sabha,Maharashtra,Shri Vinod Shridhar Tawde,Elected MP,2026-2032,Rajya Sabha — Maharashtra,49000000.0,REAL_GOVT_PDF
RS204,204,Rajya Sabha,Madhya Pradesh,Shri Vivek K. Tankha,Elected MP,2022-2028,Rajya Sabha — Madhya Pradesh,220563957.11,REAL_GOVT_PDF
RS205,205,Rajya Sabha,Andhra Pradesh,Shri Yerram Venkata Subba Reddy,Elected MP,2024-2030,Rajya Sabha — Andhra Pradesh,147000000.0,REAL_GOVT_PDF
RS206,206,Rajya Sabha,Manipur,Smt. Adhikarimayum Sharda Devi,Elected MP,2026-2032,Rajya Sabha — Manipur,49000000.0,REAL_GOVT_PDF
RS207,207,Rajya Sabha,Uttar Pradesh,Smt. Darshana Singh,Elected MP,2022-2028,Rajya Sabha — Uttar Pradesh,196994373.87,REAL_GOVT_PDF
RS208,208,Rajya Sabha,Uttar Pradesh,Smt. Geeta alias Chandraprabha,Elected MP,2020-2026,Rajya Sabha — Uttar Pradesh,196063957.11,REAL_GOVT_PDF
RS209,209,Rajya Sabha,Uttar Pradesh,Smt. Jaya Amitabh Bachchan,Elected MP,2024-2030,Rajya Sabha — Uttar Pradesh,147000000.0,REAL_GOVT_PDF
RS210,210,Rajya Sabha,Kerala,Smt. Jebi Mather Hisham,Elected MP,2022-2028,Rajya Sabha — Kerala,220563957.11,REAL_GOVT_PDF
RS211,211,Rajya Sabha,Chhattisgarh,Smt. Laxmi Verma,Elected MP,2026-2032,Rajya Sabha — Chhattisgarh,49000000.0,REAL_GOVT_PDF
RS212,212,Rajya Sabha,Jharkhand,Smt. Mahua Maji,Elected MP,2022-2028,Rajya Sabha — Jharkhand,232524001.2,REAL_GOVT_PDF
RS213,213,Rajya Sabha,West Bengal,Smt. Mamata Thakur,Elected MP,2024-2030,Rajya Sabha — West Bengal,147000000.0,REAL_GOVT_PDF
RS214,214,Rajya Sabha,Maharashtra,Smt. Maya Chintaman Ivnate,Elected MP,2026-2032,Rajya Sabha — Maharashtra,49000000.0,REAL_GOVT_PDF
RS215,215,Rajya Sabha,Madhya Pradesh,Smt. Maya Naroliya,Elected MP,2024-2030,Rajya Sabha — Madhya Pradesh,147000000.0,REAL_GOVT_PDF
RS216,216,Rajya Sabha,Karnataka,Smt. Nirmala Sitharaman,Elected MP,2022-2028,Rajya Sabha — Karnataka,215972051.45,REAL_GOVT_PDF
RS217,217,Rajya Sabha,Kerala,Smt. P. T. Usha,Nominated MP,2022-2028,Rajya Sabha — Kerala,196063957.11,REAL_GOVT_PDF
RS218,218,Rajya Sabha,Chhattisgarh,Smt. Phulo Devi Netam,Elected MP,2026-2032,Rajya Sabha — Chhattisgarh,49000000.0,REAL_GOVT_PDF
RS219,219,Rajya Sabha,Tamil Nadu,Smt. Rajathi,Elected MP,2025-2031,Rajya Sabha — Tamil Nadu,89248285.42,REAL_GOVT_PDF
RS220,220,Rajya Sabha,Chhattisgarh,Smt. Ranjeet Ranjan,Elected MP,2022-2028,Rajya Sabha — Chhattisgarh,246780257.87,REAL_GOVT_PDF
RS221,221,Rajya Sabha,Haryana,Smt. Rekha Sharma,Elected MP,2024-2028,Rajya Sabha — Haryana,98000000.0,REAL_GOVT_PDF
RS222,222,Rajya Sabha,Telangana,Smt. Renuka Chowdhury,Elected MP,2024-2030,Rajya Sabha — Telangana,147000000.0,REAL_GOVT_PDF
RS223,223,Rajya Sabha,Nagaland,Smt. S. Phangnon Konyak,Elected MP,2022-2028,Rajya Sabha — Nagaland,206563957.11,REAL_GOVT_PDF
RS224,224,Rajya Sabha,Uttar Pradesh,Smt. Sadhna Singh,Elected MP,2024-2030,Rajya Sabha — Uttar Pradesh,147000000.0,REAL_GOVT_PDF
RS225,225,Rajya Sabha,West Bengal,Smt. Sagarika Ghose,Elected MP,2024-2030,Rajya Sabha — West Bengal,147000000.0,REAL_GOVT_PDF
RS226,226,Rajya Sabha,Uttar Pradesh,Smt. Sangeeta Yadav,Elected MP,2022-2028,Rajya Sabha — Uttar Pradesh,196063957.11,REAL_GOVT_PDF
RS227,227,Rajya Sabha,Uttar Pradesh,Smt. Seema Dwivedi,Elected MP,2020-2026,Rajya Sabha — Uttar Pradesh,173830159.11,REAL_GOVT_PDF
RS228,228,Rajya Sabha,Rajasthan,Smt. Sonia Gandhi,Elected MP,2024-2030,Rajya Sabha — Rajasthan,147000000.0,REAL_GOVT_PDF
RS229,229,Rajya Sabha,Karnataka,Smt. Sudha Murty,Nominated MP,2024-2030,Rajya Sabha — Karnataka,147000000.0,REAL_GOVT_PDF
RS230,230,Rajya Sabha,Odisha,Smt. Sulata Deo,Elected MP,2022-2028,Rajya Sabha — Odisha,196084721.4,REAL_GOVT_PDF
RS231,231,Rajya Sabha,Madhya Pradesh,Smt. Sumitra Balmik,Elected MP,2022-2028,Rajya Sabha — Madhya Pradesh,196063957.11,REAL_GOVT_PDF
