mp_id,mp_name,state,constituency,allocated_limit
LS376,Ram Shiromani,Uttar Pradesh,Shrawasti,151746878.11
LS377,Ramasahayam Raghuram Reddy,Telangana,Khammam,147000000.0
LS378,Ramashankar Rajbhar,Uttar Pradesh,Salempur,160056927.07
LS379,Rambhual Nishad,Uttar Pradesh,Sultanpur,151231957.11
LS380,Ramesh Awasthi,Uttar Pradesh,Kanpur,147000000.0
LS381,Ramesh Chandappa Jigajinagi,Karnataka,Bijapur(Sc),269500000.0
LS382,Ramprit Mandal,Bihar,Jhanjharpur,147000000.0
LS383,Ramvir Singh Bidhuri,Delhi,South Delhi,147559100.0
LS384,Ranjit Dutta,Assam,Sonitpur,147000000.0
LS385,Rao Inderjit Singh,Haryana,Gurgaon,147000000.0
LS386,Rao Rajendra Singh,Rajasthan,Jaipur Rural,147000000.0
LS387,Ravi Shankar Prasad,Bihar,Patna Sahib,147000000.0
LS388,Ravindra Dattaram Waikar,Maharashtra,Mumbai North West,147000000.0
LS389,Ravindra Shyamnarayan Alias Ravi Kishan Shukla,Uttar Pradesh,Gorakhpur,147000000.0
LS390,Ravindra Vasantrao Chavan,Maharashtra,Nanded,147000000.0
LS391,Richard Vanlalhmangaiha,Mizoram,Mizoram (St),147000000.0
LS392,Robert Bruce C,Tamil Nadu,Tirunelveli,147475440.11
LS393,Rodmal Nagar,Madhya Pradesh,Rajgarh,147000000.0
LS394,Roop Kumari Choudhary,Chhattisgarh,Mahasamund,153035414.0
LS395,Ruchi Vira,Uttar Pradesh,Moradabad,147000000.0
LS396,Rudra Narayan Pany,Odisha,Dhenkanal,155013957.11
LS397,S Supongmeren Jamir,Nagaland,Nagaland,147000000.0
LS398,S Venkatesan,Tamil Nadu,Madurai,147000000.0
LS399,S. Jagathrakshakan,Tamil Nadu,Arakkonam,180589332.34
LS400,Sachithanantham R,Tamil Nadu,Dindigul,147000000.0
LS401,Sagar Eshwar Khandre,Karnataka,Bidar,147000000.0
LS402,Saleng A Sangma,Meghalaya,Tura,147000000.0
LS403,Sambit Patra,Odisha,Puri,147000000.0
LS404,Sanatan Pandey,Uttar Pradesh,Ballia,180420041.4
LS405,Sanjay Dina Patil,Maharashtra,Mumbai North East,147000000.0
LS406,Sanjay Haribhau Jadhav,Maharashtra,Parbhani,147000000.0
LS407,Sanjay Jaiswal,Bihar,Paschim Champaran,147000000.0
LS408,Sanjay Kumar Bandi,Telangana,Karimnagar,172775317.11
LS409,Sanjay Seth,Jharkhand,Ranchi,147064357.11
LS410,Sanjay Uttamrao Deshmukh,Maharashtra,Yavatmal-Washim,185640423.0
LS411,Sanjna Jatav,Rajasthan,Bharatpur(Sc),147000000.0
LS412,Santosh Pandey,Chhattisgarh,Rajnandgaon,147000000.0
LS413,Saptagiri Sankar Ulaka,Odisha,Koraput(St),269500000.0
LS414,Sarabjeet Singh Khalsa,Punjab,Faridkot(Sc),150850348.15
LS415,Sasikanth Senthil,Tamil Nadu,Tiruvallur(Sc),171500000.0
LS416,Satpal Brahamchari,Haryana,Sonepat,147000000.0
LS417,Saumitra Khan,West Bengal,Bishnupur(Sc),147000000.0
LS418,Savitri Thakur,Madhya Pradesh,Dhar(St),147000000.0
LS419,Sayani Ghosh,West Bengal,Jadavpur,147000000.0
LS420,Selja,Haryana,Sirsa(Sc),147000000.0
LS421,Selvaganapathi T M,Tamil Nadu,Salem,147000000.0
LS422,Selvaraj V,Tamil Nadu,Nagapattinam(Sc),147000000.0
LS423,Shafi Parambil,Kerala,Vadakara,147000000.0
LS424,Shambhavi,Bihar,Samastipur(Sc),147000000.0
LS425,Shankar Lalwani,Madhya Pradesh,Indore,147000000.0
LS426,Shashank Mani,Uttar Pradesh,Deoria,147000000.0
LS427,Shatrughan Sinha,West Bengal,Asansol,147000000.0
LS428,Sher Singh Ghubaya,Punjab,Firozpur,147000000.0
LS429,Shivmangal Singh Tomar,Madhya Pradesh,Morena,147000000.0
LS430,Shivraj Singh Chouhan,Madhya Pradesh,Vidisha,147000000.0
LS431,Shobha Karandlaje,Karnataka,Bangalore North,147000000.0
LS432,Shobhanaben Mahendrasinh Baraiya,Gujarat,Sabarkantha,147000000.0
LS433,Shreyas. M. Patel,Karnataka,Hassan,147000000.0
LS434,Shri Dharambir Singh,Haryana,Bhiwani Mahendragarh,147000000.0
LS435,Shri Abhishek Banerjee,West Bengal,Diamond Harbour,147000000.0
LS436,Shri Amar Singh,Punjab,Fatehgarh Sahib(Sc),147000000.0
LS437,Shri Amit Shah,Gujarat,Gandhinagar,147000000.0
LS438,Shri Anil Firojiya,Madhya Pradesh,Ujjain(Sc),147000000.0
LS439,Shri Arjun Ram Meghwal,Rajasthan,Bikaner(Sc),147000000.0
LS440,Shri Arun Kumar Sagar,Uttar Pradesh,Shahjahanpur(Sc),147000000.0
LS441,Shri B Y Raghavendra,Karnataka,Shimoga,147000000.0
LS442,Shri Benny Behanan,Kerala,Chalakudy,164674770.11
LS443,Shri Bhartruhari Mahtab,Odisha,Cuttack,147000000.0
LS444,Shri Chandra Prakash Choudhary,Jharkhand,Giridih,147000000.0
LS445,Shri Deepak (Dev) Adhikari,West Bengal,Ghatal,200747364.0
LS446,Shri Gurjeet Singh Aujla,Punjab,Amritsar,147000000.0
LS447,Shri Hanuman Beniwal,Rajasthan,Nagaur,147000000.0
LS448,Shri Hibi Eden,Kerala,Ernakulam,162177260.11
LS449,Shri Janardan Singh Sigriwal,Bihar,Maharajganj_Br,147000000.0
LS450,Shri Jual Oram,Odisha,Sundargarh (St),173096756.91
LS451,Shri Jugal Kishore Sharma,Jammu And Kashmir,Jammu,147000000.0
LS452,Shri Jyotirmay Singh Mahato,West Bengal,Purulia,147000000.0
LS453,Shri Karti P Chidambaram,Tamil Nadu,Sivaganga,159049284.11
LS454,Shri Kumbakudi Sudhakaran,Kerala,Kannur,147000000.0
LS455,Shri Ls Tejasvi Surya,Karnataka,Bangalore South,147000000.0
LS456,Shri M K Raghavan,Kerala,Kozhikode,147000000.0
LS457,Shri Narendra Modi,Uttar Pradesh,Varanasi,162070276.11
LS458,Shri Nk Premachandran,Kerala,Kollam,171477994.11
LS459,Shri Pp Chaudhary,Rajasthan,Pali,147000000.0
LS460,Shri Rajmohan Unnithan,Kerala,Kasaragod,156754633.11
LS461,Shri Sarbananda Sonowal (18Ls),Assam,Dibrugarh,147000000.0
LS462,Shri Satish Kumar Gautam,Uttar Pradesh,Aligarh,147000000.0
LS463,Shri Shantanu Thakur,West Bengal,Bangaon(Sc),147000000.0
LS464,Shri Sudheer Gupta,Madhya Pradesh,Mandsour,148988014.83
LS465,Shri Suresh Kodikunnil,Kerala,Mavelikkara(Sc),172429519.11
LS466,Shri Tapir Gao,Arunachal Pradesh,Arunachal East,147000000.0
LS467,Shri Vijayakumar Vasanth,Tamil Nadu,Kanniyakumari,171500000.0
LS468,Shrikant Eknath Shinde,Maharashtra,Kalyan,147000000.0
LS469,Shrimant Chh Udayanraje Pratapsinhamaharaj Bhonsle,Maharashtra,Satara,147000000.0
LS470,Shripad Yesso Naik,Goa,North Goa,147000000.0
LS471,Shrirang Appa Barne,Maharashtra,Maval,147000000.0
LS472,Shyamkumar,Maharashtra,Ramtek(Sc),147000000.0
LS473,Sivanath Kesineni,Andhra Pradesh,Vijayawada,159864032.49
LS474,Sk Nurul Islam,West Bengal,Basirhat,49000000.0
LS475,Smita Uday Wagh,Maharashtra,Jalgaon,148107373.11
LS476,Smt Anupriya Patel,Uttar Pradesh,Mirzapur,147000000.0
LS477,Smt Aparajita Sarangi,Odisha,Bhubaneswar,147420861.41
LS478,Smt Dimple Yadav,Uttar Pradesh,Mainpuri,192042469.11
LS479,Smt Harsimrat Kaur Badal,Punjab,Bhatinda,159775982.39
LS480,Smt Hema Malini,Uttar Pradesh,Mathura,147000000.0
LS481,Smt Himadri Singh,Madhya Pradesh,Shahdol (St),150724861.11
LS482,Smt Poonamben Hematbhai Maadam,Gujarat,Jamnagar,147000000.0
LS483,Smt Raksha Nikhil Khadse,Maharashtra,Raver,153112586.11
LS484,Smt S Jothimani,Tamil Nadu,Karur,147000000.0
LS485,Smt Sajda Ahmed,West Bengal,Uluberia,147000000.0
LS486,Smt Sandhya Ray,Madhya Pradesh,Bhind(Sc),147000000.0
LS487,Smt Sangeeta Kumari Singh Deo,Odisha,Bolangir,147000000.0
LS488,Smt Satabdi Roy (Banerjee),West Bengal,Birbhum,147000000.0
LS489,Smt Supriya Sadanand Sule,Maharashtra,Baramati,147000000.0
LS490,Smt Veena Devi,Bihar,Vaishali,147000000.0
LS491,Sribharat Mathukumli,Andhra Pradesh,Visakhapatnam,164841922.0
LS492,Sudama Prasad,Bihar,Arrah,147000000.0
LS493,Sudha R,Tamil Nadu,Mayiladuthurai,147332315.11
LS494,Sudhakar Singh,Bihar,Buxar,185211956.54
LS495,Sudip Bandyopadhyay,West Bengal,Kolkata Uttar,147000000.0
LS496,Sukanta Kumar Panigrahi,Odisha,Kandhamal,190712424.11
LS497,Sukhdeo Bhagat,Jharkhand,Lohardaga(St),171821957.11
LS498,Sukhjinder Singh Randhawa,Punjab,Gurdaspur,147000000.0
LS499,Sunil Bose,Karnataka,Chamarajanagar(Sc),147000000.0
LS500,Sunil Dattatray Tatkare,Maharashtra,Raigad,147000000.0
LS501,Sunil Kumar,Bihar,Valmiki Nagar,147000000.0
LS502,Surendra Prasad Yadav,Bihar,Jahanabad,155325714.0
LS503,Suresh Gopi,Kerala,Thrissur,147000000.0
LS504,Suresh Kumar Kashyap,Himachal Pradesh,Shimla (Sc),153563957.11
LS505,Suresh Kumar Shetkar,Telangana,Zahirabad,147000000.0
LS506,Swami Sachchidanandhari Sakshi Ji Maharaj,Uttar Pradesh,Unnao,147000000.0
LS507,T Sumathy (A) Thamizhachi Thangapandian,Tamil Nadu,Chennai South,147000000.0
LS508,Tangella Uday Srinivas,Andhra Pradesh,Kakinada,199417886.76
LS509,Tanuj Punia,Uttar Pradesh,Barabanki(Sc),148198170.11
LS510,Tariq Anwar,Bihar,Katihar,147000000.0
LS511,Thalikkottai Rajuthevar Baalu,Tamil Nadu,Sriperumbudur,196905535.11
LS512,Thanga Tamilselvan,Tamil Nadu,Theni,167755939.81
LS513,Tharaniventhan M S,Tamil Nadu,Arani,168337124.35
LS514,Thiru Dayanidhi Maran,Tamil Nadu,Chennai Central,147000000.0
LS515,Thirumaa Valavan Thol,Tamil Nadu,Chidambaram(Sc),147000000.0
LS516,Tokhan Sahu,Chhattisgarh,Bilaspur,147000000.0
LS517,Trivendra Singh Rawat,Uttarakhand,Hardwar,147000000.0
LS518,Ujjwal Raman Singh,Uttar Pradesh,Allahabad,147000000.0
LS519,Ummeda Ram Beniwal,Rajasthan,Barmer,147000000.0
LS520,Utkarsh Verma Madhur,Uttar Pradesh,Kheri,147000000.0
LS521,V S Matheswaran,Tamil Nadu,Namakkal,162539930.11
LS522,V. Somanna,Karnataka,Tumkur,147000000.0
LS523,Vaithilingam Ve,Puducherry,Puducherry,209368972.11
LS524,Vamsi Krishna Gaddam,Telangana,Peddapalle,148451721.11
LS525,Varun Chaudhry,Haryana,Ambala (Sc),255454264.0
LS526,Vellalath Kochukrishnan Nair Sreekandan,Kerala,Palakkad,167807990.11
LS527,Vijay Baghel,Chhattisgarh,Durg,147000000.0
LS528,Vijay Kumar Dubey,Uttar Pradesh,Kushi Nagar,148900000.0
LS529,Vijay Kumar Hansdak,Jharkhand,Rajmahal(St),147223957.11
LS530,Vijaylakshmi Devi,Bihar,Siwan,147000000.0
LS531,Vinod Chavda,Gujarat,Kachchh(Sc),147000000.0
LS532,Vinod Kumar Bind,Uttar Pradesh,Bhadohi,147000000.0
LS533,Virendra Kumar,Madhya Pradesh,Tikamgarh(Sc),147000000.0
LS534,Virendra Singh,Uttar Pradesh,Chandauli,147000000.0
LS535,Vishal,Maharashtra,Sangli,147000000.0
LS536,Vishnu Dayal Ram,Jharkhand,Palamu(Sc),158176083.11
LS537,Vishnu Dutt Sharma,Madhya Pradesh,Khajuraho,147000000.0
LS538,Vishweshwar Hegde Kageri,Karnataka,Uttara Kannada,147000000.0
LS539,Vivek Thakur,Bihar,Nawada,147000000.0
LS540,Y S Avinash Reddy,Andhra Pradesh,Kadapa,156430260.11
LS541,Yaduveer Krishnadatta Chamaraja Wadiyar,Karnataka,Mysore,147000000.0
LS542,Yogendra Chandoliya,Delhi,North West Delhi(Sc),147876307.0
LS543,Zia Ur Rehman,Uttar Pradesh,Sambhal,147000000.0
