work_id,mp_id,mp_name,state,constituency,district,allocated_limit,work_category,work_description,implementing_agency,sanction_date,cost_sanctioned,expenditure,completion_date,status,synthetic_ground_truth_fraud,synthetic_issue_tags,record_source
W002459,LS136,Dr Byreddy Shabari,Andhra Pradesh,Nandyal,Nandyal District,150675889.11,Public Toilet Complex,Public Toilet Complex in Nandyal District ward 8,State PSU Agency 5,2021-11-15,373008.41,345311.34,2022-06-18,Completed,0,,SYNTHETIC_DEMO_DATA
W002460,LS136,Dr Byreddy Shabari,Andhra Pradesh,Nandyal,Nandyal District,150675889.11,Community Hall Construction,Community Hall Construction in Nandyal District ward 9,Contractor Firm 11,2021-09-27,973391.5,804520.68,2022-03-14,In Progress,0,,SYNTHETIC_DEMO_DATA
W002461,LS136,Dr Byreddy Shabari,Andhra Pradesh,Nandyal,Nandyal District,150675889.11,Library / Reading Room,Library / Reading Room in Nandyal District ward 12,Contractor Firm 9,2022-02-06,660343.49,602588.24,2022-07-09,In Progress,0,,SYNTHETIC_DEMO_DATA
W002462,LS136,Dr Byreddy Shabari,Andhra Pradesh,Nandyal,Nandyal District,150675889.11,Library / Reading Room,Library / Reading Room in Nandyal District ward 1,State PSU Agency 5,2022-03-02,365427.33,287936.8,2022-11-01,In Progress,0,,SYNTHETIC_DEMO_DATA
W002463,LS136,Dr Byreddy Shabari,Andhra Pradesh,Nandyal,Nandyal District,150675889.11,Community Hall Construction,Community Hall Construction in Nandyal District ward 5,State PSU Agency 5,2023-10-17,910236.58,853553.14,2024-07-01,Completed,0,,SYNTHETIC_DEMO_DATA
W002464,LS136,Dr Byreddy Shabari,Andhra Pradesh,Nandyal,Nandyal District,150675889.11,Solar Street Lighting,Solar Street Lighting in Nandyal District ward 8,Contractor Firm 2,2021-03-26,496197.62,465397.4,2021-11-05,Completed,0,,SYNTHETIC_DEMO_DATA
W002465,LS136,Dr Byreddy Shabari,Andhra Pradesh,Nandyal,Nandyal District,150675889.11,Road Construction/Repair,Road Construction/Repair in Nandyal District ward 14,PWD Agency 9,2021-01-06,2192736.49,1901304.35,2021-07-08,In Progress,0,,SYNTHETIC_DEMO_DATA
W002466,LS136,Dr Byreddy Shabari,Andhra Pradesh,Nandyal,Nandyal District,150675889.11,Crematorium/Cemetery Development,Crematorium/Cemetery Development in Nandyal District ward 20,Panchayati Raj Agency 8,2023-06-21,729582.87,719134.22,2023-11-11,Completed,0,,SYNTHETIC_DEMO_DATA
W002467,LS136,Dr Byreddy Shabari,Andhra Pradesh,Nandyal,Nandyal District,150675889.11,Sports Facility Development,Sports Facility Development in Nandyal District ward 20,Contractor Firm 8,2021-05-26,791503.3,656420.51,2021-10-15,In Progress,0,,SYNTHETIC_DEMO_DATA
W002468,LS136,Dr Byreddy Shabari,Andhra Pradesh,Nandyal,Nandyal District,150675889.11,Crematorium/Cemetery Development,Crematorium/Cemetery Development in Nandyal District ward 14,Contractor Firm 12,2024-11-05,316454.66,308341.17,2025-05-27,Completed,0,,SYNTHETIC_DEMO_DATA
W002469,LS136,Dr Byreddy Shabari,Andhra Pradesh,Nandyal,Nandyal District,150675889.11,Library / Reading Room,Library / Reading Room in Nandyal District ward 2,Contractor Firm 18,2024-04-07,416907.95,411853.3,2024-10-22,Completed,0,,SYNTHETIC_DEMO_DATA
W002470,LS136,Dr Byreddy Shabari,Andhra Pradesh,Nandyal,Nandyal District,150675889.11,Library / Reading Room,Library / Reading Room in Nandyal District ward 1,PWD Agency 9,2024-01-14,863252.92,720425.24,2024-09-13,In Progress,0,,SYNTHETIC_DEMO_DATA
W002471,LS136,Dr Byreddy Shabari,Andhra Pradesh,Nandyal,Nandyal District,150675889.11,Drainage System,Drainage System in Nandyal District ward 19,Zilla Parishad Agency 3,2022-02-20,398300.78,380903.34,2022-09-17,Completed,0,,SYNTHETIC_DEMO_DATA
W002472,LS136,Dr Byreddy Shabari,Andhra Pradesh,Nandyal,Nandyal District,150675889.11,Drinking Water Facility,Drinking Water Facility in Nandyal District ward 13,Contractor Firm 8,2023-05-06,418044.48,407449.39,2023-08-26,Completed,0,,SYNTHETIC_DEMO_DATA
W002473,LS136,Dr Byreddy Shabari,Andhra Pradesh,Nandyal,Nandyal District,150675889.11,Health Sub-Centre Upgrade,Health Sub-Centre Upgrade in Nandyal District ward 13,Panchayati Raj Agency 8,2021-11-10,1059261.17,989449.25,2022-06-25,Completed,0,,SYNTHETIC_DEMO_DATA
W002474,LS137,Dr C N Manjunath,Karnataka,Bangalore Rural,Bangalore Rural District,147000000.0,Anganwadi Centre Upgrade,Anganwadi Centre Upgrade in Bangalore Rural District ward 19,District Rural Dev. Agency 10,2022-06-06,520123.13,494812.19,2022-10-19,Completed,0,,SYNTHETIC_DEMO_DATA
W002475,LS137,Dr C N Manjunath,Karnataka,Bangalore Rural,Bangalore Rural District,147000000.0,Drainage System,Drainage System in Bangalore Rural District ward 7,Contractor Firm 12,2022-01-22,716042.41,606743.77,2022-07-03,In Progress,0,,SYNTHETIC_DEMO_DATA
W002476,LS137,Dr C N Manjunath,Karnataka,Bangalore Rural,Bangalore Rural District,147000000.0,Library / Reading Room,Library / Reading Room in Bangalore Rural District ward 20,Contractor Firm 3,2022-01-24,397913.22,325015.7,2022-08-03,In Progress,0,,SYNTHETIC_DEMO_DATA
W002477,LS137,Dr C N Manjunath,Karnataka,Bangalore Rural,Bangalore Rural District,147000000.0,Road Construction/Repair,Road Construction/Repair in Bangalore Rural District ward 4,Zilla Parishad Agency 3,2021-10-28,2650257.82,2239504.68,2022-07-24,In Progress,0,,SYNTHETIC_DEMO_DATA
W002478,LS137,Dr C N Manjunath,Karnataka,Bangalore Rural,Bangalore Rural District,147000000.0,Drainage System,Drainage System in Bangalore Rural District ward 11,Contractor Firm 11,2022-10-19,463999.18,418553.78,2023-09-03,In Progress,0,,SYNTHETIC_DEMO_DATA
W002479,LS137,Dr C N Manjunath,Karnataka,Bangalore Rural,Bangalore Rural District,147000000.0,Drainage System,Drainage System in Bangalore Rural District ward 17,Contractor Firm 11,2021-03-22,739350.05,720853.4,2021-10-15,Completed,0,,SYNTHETIC_DEMO_DATA
W002480,LS137,Dr C N Manjunath,Karnataka,Bangalore Rural,Bangalore Rural District,147000000.0,Anganwadi Centre Upgrade,Anganwadi Centre Upgrade in Bangalore Rural District ward 20,Municipal Corp. Agency 4,2023-04-15,569820.3,537214.71,2023-10-03,Completed,0,,SYNTHETIC_DEMO_DATA
W002481,LS137,Dr C N Manjunath,Karnataka,Bangalore Rural,Bangalore Rural District,147000000.0,Road Construction/Repair,Road Construction/Repair in Bangalore Rural District ward 3,Contractor Firm 12,2024-10-30,2501787.52,2282062.35,2025-05-22,In Progress,0,,SYNTHETIC_DEMO_DATA
W002482,LS137,Dr C N Manjunath,Karnataka,Bangalore Rural,Bangalore Rural District,147000000.0,Health Sub-Centre Upgrade,Health Sub-Centre Upgrade in Bangalore Rural District ward 8,State PSU Agency 5,2022-07-31,779569.19,731576.1,2023-03-07,Completed,0,,SYNTHETIC_DEMO_DATA
W002483,LS137,Dr C N Manjunath,Karnataka,Bangalore Rural,Bangalore Rural District,147000000.0,Sports Facility Development,Sports Facility Development in Bangalore Rural District ward 2,Contractor Firm 2,2022-04-06,1049493.15,941351.62,2022-09-18,In Progress,0,,SYNTHETIC_DEMO_DATA
W002484,LS137,Dr C N Manjunath,Karnataka,Bangalore Rural,Bangalore Rural District,147000000.0,School Building Repair,School Building Repair in Bangalore Rural District ward 8,Zilla Parishad Agency 3,2023-01-20,734156.64,585351.04,2023-10-07,In Progress,0,,SYNTHETIC_DEMO_DATA
W002485,LS137,Dr C N Manjunath,Karnataka,Bangalore Rural,Bangalore Rural District,147000000.0,Crematorium/Cemetery Development,Crematorium/Cemetery Development in Bangalore Rural District ward 9,Contractor Firm 2,2023-03-11,496113.05,481222.1,2023-09-17,Completed,0,,SYNTHETIC_DEMO_DATA
W002486,LS138,Dr Chandra Sekhar Pemmasani,Andhra Pradesh,Guntur,Guntur District,159774113.11,Solar Street Lighting,Solar Street Lighting in Guntur District ward 9,Contractor Firm 14,2024-07-25,461158.16,438035.47,2025-02-12,Completed,0,,SYNTHETIC_DEMO_DATA
W002487,LS138,Dr Chandra Sekhar Pemmasani,Andhra Pradesh,Guntur,Guntur District,159774113.11,Solar Street Lighting,Solar Street Lighting in Guntur District ward 12,Contractor Firm 9,2022-07-09,453880.96,401176.93,2023-02-03,In Progress,0,,SYNTHETIC_DEMO_DATA
W002488,LS138,Dr Chandra Sekhar Pemmasani,Andhra Pradesh,Guntur,Guntur District,159774113.11,Health Sub-Centre Upgrade,Health Sub-Centre Upgrade in Guntur District ward 13,Contractor Firm 16,2022-03-04,969762.17,769979.59,2022-09-18,In Progress,0,,SYNTHETIC_DEMO_DATA
W002489,LS138,Dr Chandra Sekhar Pemmasani,Andhra Pradesh,Guntur,Guntur District,159774113.11,Drainage System,Drainage System in Guntur District ward 1,Contractor Firm 8,2021-01-17,439394.8,410176.41,2021-08-22,Completed,0,,SYNTHETIC_DEMO_DATA
W002490,LS138,Dr Chandra Sekhar Pemmasani,Andhra Pradesh,Guntur,Guntur District,159774113.11,Public Toilet Complex,Public Toilet Complex in Guntur District ward 10,Contractor Firm 7,2022-12-01,359540.44,287365.73,2023-05-02,In Progress,0,,SYNTHETIC_DEMO_DATA
W002491,LS138,Dr Chandra Sekhar Pemmasani,Andhra Pradesh,Guntur,Guntur District,159774113.11,Road Construction/Repair,Road Construction/Repair in Guntur District ward 12,Contractor Firm 9,2022-09-11,2413808.93,2085248.76,2023-02-12,In Progress,0,,SYNTHETIC_DEMO_DATA
W002492,LS138,Dr Chandra Sekhar Pemmasani,Andhra Pradesh,Guntur,Guntur District,159774113.11,Sports Facility Development,Sports Facility Development in Guntur District ward 15,Contractor Firm 18,2021-10-07,570961.75,568554.7,2022-02-14,Completed,0,,SYNTHETIC_DEMO_DATA
W002493,LS138,Dr Chandra Sekhar Pemmasani,Andhra Pradesh,Guntur,Guntur District,159774113.11,School Building Repair,School Building Repair in Guntur District ward 9,NGO Partner Agency 6,2022-08-09,846157.9,731636.61,2023-02-24,In Progress,0,,SYNTHETIC_DEMO_DATA
W002494,LS138,Dr Chandra Sekhar Pemmasani,Andhra Pradesh,Guntur,Guntur District,159774113.11,Community Hall Construction,Community Hall Construction in Guntur District ward 19,Cooperative Board Agency 7,2021-11-19,1552568.52,1295647.49,2022-06-22,In Progress,0,,SYNTHETIC_DEMO_DATA
W002495,LS138,Dr Chandra Sekhar Pemmasani,Andhra Pradesh,Guntur,Guntur District,159774113.11,Health Sub-Centre Upgrade,Health Sub-Centre Upgrade in Guntur District ward 10,Cooperative Board Agency 7,2021-04-25,1198139.39,1123910.76,2021-11-11,Completed,0,,SYNTHETIC_DEMO_DATA
W002496,LS138,Dr Chandra Sekhar Pemmasani,Andhra Pradesh,Guntur,Guntur District,159774113.11,Sports Facility Development,Sports Facility Development in Guntur District ward 8,Municipal Corp. Agency 4,2024-10-26,894435.52,886771.21,2025-07-08,Completed,0,,SYNTHETIC_DEMO_DATA
W002497,LS138,Dr Chandra Sekhar Pemmasani,Andhra Pradesh,Guntur,Guntur District,159774113.11,Community Hall Construction,Community Hall Construction in Guntur District ward 16,Contractor Firm 7,2021-12-09,866481.65,832541.01,2022-06-06,Completed,0,,SYNTHETIC_DEMO_DATA
W002498,LS138,Dr Chandra Sekhar Pemmasani,Andhra Pradesh,Guntur,Guntur District,159774113.11,Road Construction/Repair,Road Construction/Repair in Guntur District ward 15,Zilla Parishad Agency 3,2024-02-15,3021850.51,2966106.59,2024-09-12,Completed,0,,SYNTHETIC_DEMO_DATA
W002499,LS138,Dr Chandra Sekhar Pemmasani,Andhra Pradesh,Guntur,Guntur District,159774113.11,Drainage System,Drainage System in Guntur District ward 9,Contractor Firm 14,2023-06-06,601527.53,587799.15,2023-10-14,Completed,0,,SYNTHETIC_DEMO_DATA
W002500,LS138,Dr Chandra Sekhar Pemmasani,Andhra Pradesh,Guntur,Guntur District,159774113.11,Anganwadi Centre Upgrade,Anganwadi Centre Upgrade in Guntur District ward 16,PWD Agency 2,2022-02-02,626961.2,504537.18,2022-07-14,In Progress,0,,SYNTHETIC_DEMO_DATA
W002501,LS138,Dr Chandra Sekhar Pemmasani,Andhra Pradesh,Guntur,Guntur District,159774113.11,Crematorium/Cemetery Development,Crematorium/Cemetery Development in Guntur District ward 1,Contractor Firm 13,2022-12-01,757358.15,678886.83,2023-06-30,In Progress,0,,SYNTHETIC_DEMO_DATA
W002502,LS138,Dr Chandra Sekhar Pemmasani,Andhra Pradesh,Guntur,Guntur District,159774113.11,Library / Reading Room,Library / Reading Room in Guntur District ward 15,State PSU Agency 5,2023-03-31,709617.06,643627.67,2023-11-04,In Progress,0,,SYNTHETIC_DEMO_DATA
W002503,LS138,Dr Chandra Sekhar Pemmasani,Andhra Pradesh,Guntur,Guntur District,159774113.11,Crematorium/Cemetery Development,Crematorium/Cemetery Development in Guntur District ward 4,PWD Agency 9,2024-08-15,426269.61,417925.76,2025-01-28,Completed,0,,SYNTHETIC_DEMO_DATA
W002504,LS139,Dr Dharamvira Gandhi,Punjab,Patiala,Patiala District,147000000.0,Crematorium/Cemetery Development,Crematorium/Cemetery Development in Patiala District ward 18,Zilla Parishad Agency 3,2023-01-23,623777.45,489920.46,2023-07-18,In Progress,0,,SYNTHETIC_DEMO_DATA
W002505,LS139,Dr Dharamvira Gandhi,Punjab,Patiala,Patiala District,147000000.0,Solar Street Lighting,Solar Street Lighting in Patiala District ward 1,State PSU Agency 5,2024-10-29,351679.09,311744.48,2025-02-17,In Progress,0,,SYNTHETIC_DEMO_DATA
W002506,LS139,Dr Dharamvira Gandhi,Punjab,Patiala,Patiala District,147000000.0,Road Construction/Repair,Road Construction/Repair in Patiala District ward 15,Contractor Firm 12,2022-02-04,2273850.09,2197153.16,2022-07-17,Completed,0,,SYNTHETIC_DEMO_DATA
W002507,LS139,Dr Dharamvira Gandhi,Punjab,Patiala,Patiala District,147000000.0,Drinking Water Facility,Drinking Water Facility in Patiala District ward 19,Contractor Firm 13,2022-03-22,439330.76,419203.84,2022-10-28,Completed,0,,SYNTHETIC_DEMO_DATA
W002508,LS139,Dr Dharamvira Gandhi,Punjab,Patiala,Patiala District,147000000.0,Health Sub-Centre Upgrade,Health Sub-Centre Upgrade in Patiala District ward 6,PWD Agency 2,2022-02-10,921804.66,759254.63,2022-09-03,In Progress,0,,SYNTHETIC_DEMO_DATA
W002509,LS139,Dr Dharamvira Gandhi,Punjab,Patiala,Patiala District,147000000.0,Health Sub-Centre Upgrade,Health Sub-Centre Upgrade in Patiala District ward 13,NGO Partner Agency 6,2021-02-24,1006819.97,986106.18,2021-09-14,Completed,0,,SYNTHETIC_DEMO_DATA
W002510,LS139,Dr Dharamvira Gandhi,Punjab,Patiala,Patiala District,147000000.0,Public Toilet Complex,Public Toilet Complex in Patiala District ward 16,Contractor Firm 16,2021-09-19,457422.9,381558.8,2022-03-20,In Progress,0,,SYNTHETIC_DEMO_DATA
W002511,LS139,Dr Dharamvira Gandhi,Punjab,Patiala,Patiala District,147000000.0,Library / Reading Room,Library / Reading Room in Patiala District ward 7,Panchayati Raj Agency 8,2021-11-05,558778.27,454084.95,2022-05-04,In Progress,0,,SYNTHETIC_DEMO_DATA
W002512,LS139,Dr Dharamvira Gandhi,Punjab,Patiala,Patiala District,147000000.0,Crematorium/Cemetery Development,Crematorium/Cemetery Development in Patiala District ward 20,Cooperative Board Agency 7,2024-05-20,539443.71,526818.96,2024-10-17,Completed,0,,SYNTHETIC_DEMO_DATA
W002513,LS139,Dr Dharamvira Gandhi,Punjab,Patiala,Patiala District,147000000.0,Public Toilet Complex,Public Toilet Complex in Patiala District ward 8,Contractor Firm 16,2021-09-22,327892.21,281294.97,2022-04-21,In Progress,0,,SYNTHETIC_DEMO_DATA
W002514,LS139,Dr Dharamvira Gandhi,Punjab,Patiala,Patiala District,147000000.0,School Building Repair,School Building Repair in Patiala District ward 2,Contractor Firm 6,2021-04-11,767595.02,665782.08,2021-10-26,In Progress,0,,SYNTHETIC_DEMO_DATA
W002515,LS140,Dr Jayanta Kumar Roy,West Bengal,Jalpaiguri(Sc),Jalpaiguri(Sc) District,147000000.0,Anganwadi Centre Upgrade,Anganwadi Centre Upgrade in Jalpaiguri(Sc) District ward 4,Contractor Firm 15,2021-11-21,390865.93,348357.93,2022-06-11,In Progress,0,,SYNTHETIC_DEMO_DATA
W002516,LS140,Dr Jayanta Kumar Roy,West Bengal,Jalpaiguri(Sc),Jalpaiguri(Sc) District,147000000.0,School Building Repair,School Building Repair in Jalpaiguri(Sc) District ward 5,Contractor Firm 3,2024-08-13,765208.99,613660.02,2025-01-16,In Progress,0,,SYNTHETIC_DEMO_DATA
W002517,LS140,Dr Jayanta Kumar Roy,West Bengal,Jalpaiguri(Sc),Jalpaiguri(Sc) District,147000000.0,Anganwadi Centre Upgrade,Anganwadi Centre Upgrade in Jalpaiguri(Sc) District ward 6,Contractor Firm 13,2023-10-07,393909.96,315018.04,2023-12-29,In Progress,0,,SYNTHETIC_DEMO_DATA
W002518,LS140,Dr Jayanta Kumar Roy,West Bengal,Jalpaiguri(Sc),Jalpaiguri(Sc) District,147000000.0,Crematorium/Cemetery Development,Crematorium/Cemetery Development in Jalpaiguri(Sc) District ward 9,Contractor Firm 8,2023-04-05,680197.52,659177.0,2023-11-20,Completed,0,,SYNTHETIC_DEMO_DATA
W002519,LS140,Dr Jayanta Kumar Roy,West Bengal,Jalpaiguri(Sc),Jalpaiguri(Sc) District,147000000.0,Sports Facility Development,Sports Facility Development in Jalpaiguri(Sc) District ward 5,Cooperative Board Agency 7,2022-03-20,584855.23,582240.44,2022-08-25,Completed,0,,SYNTHETIC_DEMO_DATA
W002520,LS140,Dr Jayanta Kumar Roy,West Bengal,Jalpaiguri(Sc),Jalpaiguri(Sc) District,147000000.0,Library / Reading Room,Library / Reading Room in Jalpaiguri(Sc) District ward 17,District Rural Dev. Agency 1,2024-05-29,727739.32,669260.3,2024-10-17,In Progress,0,,SYNTHETIC_DEMO_DATA
W002521,LS140,Dr Jayanta Kumar Roy,West Bengal,Jalpaiguri(Sc),Jalpaiguri(Sc) District,147000000.0,Drainage System,Drainage System in Jalpaiguri(Sc) District ward 19,State PSU Agency 5,2024-09-23,534492.15,501256.4,2025-04-22,Completed,0,,SYNTHETIC_DEMO_DATA
W002522,LS140,Dr Jayanta Kumar Roy,West Bengal,Jalpaiguri(Sc),Jalpaiguri(Sc) District,147000000.0,Crematorium/Cemetery Development,Crematorium/Cemetery Development in Jalpaiguri(Sc) District ward 12,Contractor Firm 3,2022-01-10,583597.91,462545.22,2022-06-21,In Progress,0,,SYNTHETIC_DEMO_DATA
W002523,LS140,Dr Jayanta Kumar Roy,West Bengal,Jalpaiguri(Sc),Jalpaiguri(Sc) District,147000000.0,Public Toilet Complex,Public Toilet Complex in Jalpaiguri(Sc) District ward 2,Contractor Firm 3,2024-07-25,530986.42,442467.53,2025-03-09,In Progress,0,,SYNTHETIC_DEMO_DATA
W002524,LS140,Dr Jayanta Kumar Roy,West Bengal,Jalpaiguri(Sc),Jalpaiguri(Sc) District,147000000.0,Library / Reading Room,Library / Reading Room in Jalpaiguri(Sc) District ward 4,Contractor Firm 8,2023-03-24,506647.84,401362.77,2023-10-17,In Progress,0,,SYNTHETIC_DEMO_DATA
W002525,LS140,Dr Jayanta Kumar Roy,West Bengal,Jalpaiguri(Sc),Jalpaiguri(Sc) District,147000000.0,Crematorium/Cemetery Development,Crematorium/Cemetery Development in Jalpaiguri(Sc) District ward 1,Contractor Firm 6,2022-04-15,665730.15,617252.03,2022-11-11,Completed,0,,SYNTHETIC_DEMO_DATA
W002526,LS140,Dr Jayanta Kumar Roy,West Bengal,Jalpaiguri(Sc),Jalpaiguri(Sc) District,147000000.0,Anganwadi Centre Upgrade,Anganwadi Centre Upgrade in Jalpaiguri(Sc) District ward 11,State PSU Agency 5,2024-09-13,655675.34,513381.63,2025-01-09,In Progress,0,,SYNTHETIC_DEMO_DATA
W002527,LS140,Dr Jayanta Kumar Roy,West Bengal,Jalpaiguri(Sc),Jalpaiguri(Sc) District,147000000.0,Drinking Water Facility,Drinking Water Facility in Jalpaiguri(Sc) District ward 2,Contractor Firm 7,2024-09-21,378711.34,360760.39,2025-05-13,Completed,0,,SYNTHETIC_DEMO_DATA
W002528,LS140,Dr Jayanta Kumar Roy,West Bengal,Jalpaiguri(Sc),Jalpaiguri(Sc) District,147000000.0,Health Sub-Centre Upgrade,Health Sub-Centre Upgrade in Jalpaiguri(Sc) District ward 12,Contractor Firm 3,2022-07-21,778413.52,617995.46,2023-01-28,In Progress,0,,SYNTHETIC_DEMO_DATA
W002529,LS140,Dr Jayanta Kumar Roy,West Bengal,Jalpaiguri(Sc),Jalpaiguri(Sc) District,147000000.0,Sports Facility Development,Sports Facility Development in Jalpaiguri(Sc) District ward 6,Contractor Firm 11,2023-01-25,535706.35,495598.77,2023-07-07,Completed,0,,SYNTHETIC_DEMO_DATA
W002530,LS140,Dr Jayanta Kumar Roy,West Bengal,Jalpaiguri(Sc),Jalpaiguri(Sc) District,147000000.0,Drinking Water Facility,Drinking Water Facility in Jalpaiguri(Sc) District ward 19,Contractor Firm 15,2022-12-02,422843.43,415244.36,2023-06-06,Completed,0,,SYNTHETIC_DEMO_DATA
W002531,LS140,Dr Jayanta Kumar Roy,West Bengal,Jalpaiguri(Sc),Jalpaiguri(Sc) District,147000000.0,Solar Street Lighting,Solar Street Lighting in Jalpaiguri(Sc) District ward 3,Contractor Firm 9,2024-04-28,362642.37,340375.13,2024-08-06,Completed,0,,SYNTHETIC_DEMO_DATA
W002532,LS140,Dr Jayanta Kumar Roy,West Bengal,Jalpaiguri(Sc),Jalpaiguri(Sc) District,147000000.0,School Building Repair,School Building Repair in Jalpaiguri(Sc) District ward 6,PWD Agency 2,2021-01-02,912919.9,807911.55,2021-07-19,In Progress,0,,SYNTHETIC_DEMO_DATA
W002533,LS140,Dr Jayanta Kumar Roy,West Bengal,Jalpaiguri(Sc),Jalpaiguri(Sc) District,147000000.0,Road Construction/Repair,Road Construction/Repair in Jalpaiguri(Sc) District ward 1,Zilla Parishad Agency 3,2024-08-28,1154807.64,1058964.22,2025-01-08,In Progress,0,,SYNTHETIC_DEMO_DATA
W002534,LS140,Dr Jayanta Kumar Roy,West Bengal,Jalpaiguri(Sc),Jalpaiguri(Sc) District,147000000.0,Sports Facility Development,Sports Facility Development in Jalpaiguri(Sc) District ward 10,Zilla Parishad Agency 3,2024-03-16,502756.95,496209.13,2024-07-13,Completed,0,,SYNTHETIC_DEMO_DATA
W002535,LS140,Dr Jayanta Kumar Roy,West Bengal,Jalpaiguri(Sc),Jalpaiguri(Sc) District,147000000.0,School Building Repair,School Building Repair in Jalpaiguri(Sc) District ward 13,Contractor Firm 5,2024-08-18,1136343.02,1019340.22,2024-12-07,In Progress,0,,SYNTHETIC_DEMO_DATA
W002536,LS140,Dr Jayanta Kumar Roy,West Bengal,Jalpaiguri(Sc),Jalpaiguri(Sc) District,147000000.0,Sports Facility Development,Sports Facility Development in Jalpaiguri(Sc) District ward 7,Zilla Parishad Agency 3,2023-10-02,747733.92,610370.87,2024-05-19,In Progress,0,,SYNTHETIC_DEMO_DATA
W002537,LS140,Dr Jayanta Kumar Roy,West Bengal,Jalpaiguri(Sc),Jalpaiguri(Sc) District,147000000.0,Sports Facility Development,Sports Facility Development in Jalpaiguri(Sc) District ward 6,State PSU Agency 5,2023-03-09,713164.0,624964.73,2023-08-07,In Progress,0,,SYNTHETIC_DEMO_DATA
W002538,LS140,Dr Jayanta Kumar Roy,West Bengal,Jalpaiguri(Sc),Jalpaiguri(Sc) District,147000000.0,Crematorium/Cemetery Development,Crematorium/Cemetery Development in Jalpaiguri(Sc) District ward 19,Contractor Firm 7,2023-09-01,582463.26,522847.18,2024-05-07,In Progress,0,,SYNTHETIC_DEMO_DATA
W002539,LS141,Dr Kalge Shivaji Bandappa,Maharashtra,Latur(Sc),Latur(Sc) District,147000000.0,School Building Repair,School Building Repair in Latur(Sc) District ward 19,Contractor Firm 13,2022-02-20,1203587.71,1122289.15,2022-07-25,Completed,0,,SYNTHETIC_DEMO_DATA
W002540,LS141,Dr Kalge Shivaji Bandappa,Maharashtra,Latur(Sc),Latur(Sc) District,147000000.0,Drinking Water Facility,Drinking Water Facility in Latur(Sc) District ward 10,Cooperative Board Agency 7,2023-11-16,525754.73,413660.14,2024-02-27,In Progress,0,,SYNTHETIC_DEMO_DATA
W002541,LS141,Dr Kalge Shivaji Bandappa,Maharashtra,Latur(Sc),Latur(Sc) District,147000000.0,Crematorium/Cemetery Development,Crematorium/Cemetery Development in Latur(Sc) District ward 8,Municipal Corp. Agency 4,2021-11-21,566648.95,460028.84,2022-03-30,In Progress,0,,SYNTHETIC_DEMO_DATA
W002542,LS141,Dr Kalge Shivaji Bandappa,Maharashtra,Latur(Sc),Latur(Sc) District,147000000.0,Drinking Water Facility,Drinking Water Facility in Latur(Sc) District ward 12,Contractor Firm 6,2022-07-12,473321.58,453282.05,2023-03-04,Completed,0,,SYNTHETIC_DEMO_DATA
W002543,LS141,Dr Kalge Shivaji Bandappa,Maharashtra,Latur(Sc),Latur(Sc) District,147000000.0,Drainage System,Drainage System in Latur(Sc) District ward 16,District Rural Dev. Agency 1,2021-01-03,750489.06,702767.43,2021-06-24,Completed,0,,SYNTHETIC_DEMO_DATA
W002544,LS141,Dr Kalge Shivaji Bandappa,Maharashtra,Latur(Sc),Latur(Sc) District,147000000.0,Road Construction/Repair,Road Construction/Repair in Latur(Sc) District ward 10,Contractor Firm 8,2023-06-11,1795602.51,1663417.23,2023-11-13,Completed,0,,SYNTHETIC_DEMO_DATA
W002545,LS141,Dr Kalge Shivaji Bandappa,Maharashtra,Latur(Sc),Latur(Sc) District,147000000.0,Sports Facility Development,Sports Facility Development in Latur(Sc) District ward 10,Zilla Parishad Agency 3,2022-02-17,757092.51,660452.46,2022-08-23,In Progress,0,,SYNTHETIC_DEMO_DATA
W002546,LS141,Dr Kalge Shivaji Bandappa,Maharashtra,Latur(Sc),Latur(Sc) District,147000000.0,Health Sub-Centre Upgrade,Health Sub-Centre Upgrade in Latur(Sc) District ward 9,Contractor Firm 18,2021-02-17,1466953.25,1250926.32,2021-09-07,In Progress,0,,SYNTHETIC_DEMO_DATA
W002547,LS141,Dr Kalge Shivaji Bandappa,Maharashtra,Latur(Sc),Latur(Sc) District,147000000.0,Health Sub-Centre Upgrade,Health Sub-Centre Upgrade in Latur(Sc) District ward 7,PWD Agency 2,2023-03-02,742072.29,674951.8,2023-10-18,In Progress,0,,SYNTHETIC_DEMO_DATA
W002548,LS141,Dr Kalge Shivaji Bandappa,Maharashtra,Latur(Sc),Latur(Sc) District,147000000.0,Drainage System,Drainage System in Latur(Sc) District ward 15,Zilla Parishad Agency 3,2024-07-24,758346.46,609847.2,2025-03-26,In Progress,0,,SYNTHETIC_DEMO_DATA
W002549,LS141,Dr Kalge Shivaji Bandappa,Maharashtra,Latur(Sc),Latur(Sc) District,147000000.0,Public Toilet Complex,Public Toilet Complex in Latur(Sc) District ward 8,Contractor Firm 1,2024-11-23,465950.17,384546.58,2025-05-05,In Progress,0,,SYNTHETIC_DEMO_DATA
W002550,LS141,Dr Kalge Shivaji Bandappa,Maharashtra,Latur(Sc),Latur(Sc) District,147000000.0,Solar Street Lighting,Solar Street Lighting in Latur(Sc) District ward 12,Municipal Corp. Agency 4,2021-11-26,348965.22,284592.53,2022-03-26,In Progress,0,,SYNTHETIC_DEMO_DATA
