mp_id,sr_no,house,state,mp_name,membership_type,tenure,constituency,allocated_limit,source
LS185,185,Lok Sabha,Karnataka,GOVIND MAKTHAPPA KARJOL (2024-2029),Elected MP,,Chitradurga(Sc),147000000.0,REAL_GOVT_PDF
LS186,186,Lok Sabha,Andhra Pradesh,Gumma Thanuja Rani (2024-2029),Elected MP,,Araku(St),149458905.11,REAL_GOVT_PDF
LS187,187,Lok Sabha,Punjab,GURMEET SINGH MEET HAYER (2024-2029),Elected MP,,Sangrur,147000000.0,REAL_GOVT_PDF
LS188,188,Lok Sabha,Madhya Pradesh,Gyaneshwar Patil (2024-2029),Elected MP,,Khandwa,155690684.77,REAL_GOVT_PDF
LS189,189,Lok Sabha,Karnataka,H.D. KUMARASWAMY (2024-2029),Elected MP,,Mandya,147000000.0,REAL_GOVT_PDF
LS190,190,Lok Sabha,Uttar Pradesh,HARENDRA SINGH MALIK (2024-2029),Elected MP,,Muzaffarnagar,147000000.0,REAL_GOVT_PDF
LS191,191,Lok Sabha,Gujarat,HARIBHAI PATEL (2024-2029),Elected MP,,Mahesana,147000000.0,REAL_GOVT_PDF
LS192,192,Lok Sabha,Rajasthan,HARISH CHANDRA MEENA (2024-2029),Elected MP,,Tonk-Sawai Madhopur,147000000.0,REAL_GOVT_PDF
LS193,193,Lok Sabha,Delhi,Harsh Malhotra (2024-2029),Elected MP,,East Delhi,147134131.0,REAL_GOVT_PDF
LS194,194,Lok Sabha,Gujarat,Hasmukh Bhai Soma Bhai Patel (2024-2029),Elected MP,,Ahmedabad East,147000000.0,REAL_GOVT_PDF
LS195,195,Lok Sabha,Uttar Pradesh,IMRAN MASOOD (2024-2029),Elected MP,,Saharanpur,147000000.0,REAL_GOVT_PDF
LS196,196,Lok Sabha,Sikkim,Indra Hang Subba (2024-2029),Elected MP,,Sikkim,152003923.11,REAL_GOVT_PDF
LS197,197,Lok Sabha,Uttar Pradesh,IQRA CHOUDHARY (2024-2029),Elected MP,,Kairana,147000000.0,REAL_GOVT_PDF
LS198,198,Lok Sabha,West Bengal,ISHA KHAN CHOUDHURY (2024-2029),Elected MP,,Maldaha Dakshin,147000000.0,REAL_GOVT_PDF
LS199,199,Lok Sabha,West Bengal,JAGADISH CHANDRA BARMA BASUNIA (2024-2029),Elected MP,,Coochbehar(Sc),168604641.11,REAL_GOVT_PDF
LS200,200,Lok Sabha,Karnataka,JAGADISH SHETTAR (2024-2029),Elected MP,,Belgaum,147000000.0,REAL_GOVT_PDF
LS201,201,Lok Sabha,West Bengal,Jagannath Sarkar (2024-2029),Elected MP,,Ranaghat(Sc),147000000.0,REAL_GOVT_PDF
LS202,202,Lok Sabha,Uttar Pradesh,Jagdambika Pal (2024-2029),Elected MP,,Domariyaganj,160643957.11,REAL_GOVT_PDF
LS203,203,Lok Sabha,Haryana,JAI PARKASH (2024-2029),Elected MP,,Hisar,147000000.0,REAL_GOVT_PDF
LS204,204,Lok Sabha,Uttar Pradesh,Jai Prakash (2024-2029),Elected MP,,Hardoi (Sc),147000000.0,REAL_GOVT_PDF
LS205,205,Lok Sabha,Madhya Pradesh,Janardan Mishra (2024-2029),Elected MP,,Rewa,147000000.0,REAL_GOVT_PDF
LS206,206,Lok Sabha,Gujarat,JASHUBHAI BHILUBHAI RATHVA (2024-2029),Elected MP,,Chhota Udaipur(St),147000000.0,REAL_GOVT_PDF
LS207,207,Lok Sabha,Gujarat,Jaswantsinh Sumanbhai Bhabhor (2024-2029),Elected MP,,Dahod(St),147000000.0,REAL_GOVT_PDF
LS208,208,Lok Sabha,Bihar,JITAN RAM MANJHI (2024-2029),Elected MP,,Gaya (Sc),147000000.0,REAL_GOVT_PDF
LS209,209,Lok Sabha,Uttar Pradesh,JITENDRA KUMAR DOHARE (2024-2029),Elected MP,,Etawah(Sc),188747306.26,REAL_GOVT_PDF
LS210,210,Lok Sabha,Jammu And Kashmir,Jitendra Singh (2024-2029),Elected MP,,Udhampur,147000000.0,REAL_GOVT_PDF
LS211,211,Lok Sabha,Uttar Pradesh,JITIN PRASADA (2024-2029),Elected MP,,Pilibhit,147000000.0,REAL_GOVT_PDF
LS212,212,Lok Sabha,Jharkhand,JOBA MAJHI (2024-2029),Elected MP,,Singhbhum(St),147000000.0,REAL_GOVT_PDF
LS213,213,Lok Sabha,Assam,JOYANTA BASUMATARY (2024-2029),Elected MP,,Kokrajhar (St),147000000.0,REAL_GOVT_PDF
LS214,214,Lok Sabha,West Bengal,JUNE MALIAH (2024-2029),Elected MP,,Medinipur,147000000.0,REAL_GOVT_PDF
LS215,215,Lok Sabha,Madhya Pradesh,JYOTIRADITYA M. SCINDIA (2024-2029),Elected MP,,Guna,147000000.0,REAL_GOVT_PDF
LS216,216,Lok Sabha,Chhattisgarh,Jyotsna Charandas Mahant (2024-2029),Elected MP,,Korba,155153738.11,REAL_GOVT_PDF
LS217,217,Lok Sabha,Tamil Nadu,K E PRAKASH (2024-2029),Elected MP,,Erode,147000000.0,REAL_GOVT_PDF
LS218,218,Lok Sabha,Kerala,K RADHAKRISHNAN (2024-2029),Elected MP,,Alathur(Sc),147000000.0,REAL_GOVT_PDF
LS219,219,Lok Sabha,Tamil Nadu,K Subbarayan (2024-2029),Elected MP,,Tiruppur,147000000.0,REAL_GOVT_PDF
LS220,220,Lok Sabha,Kerala,K. C VENUGOPAL (2024-2029),Elected MP,,Alappuzha,147000000.0,REAL_GOVT_PDF
LS221,221,Lok Sabha,Karnataka,K. RAJASHEKAR BASAVARAJ HITNAL (2024-2029),Elected MP,,Koppal,147000000.0,REAL_GOVT_PDF
LS222,222,Lok Sabha,Telangana,KADIYAM KAVYA (2024-2029),Elected MP,,Warangel(Sc),147000000.0,REAL_GOVT_PDF
LS223,223,Lok Sabha,West Bengal,Kakoli Ghosh Dastidar (2024-2029),Elected MP,,Barasat,147000000.0,REAL_GOVT_PDF
LS224,224,Lok Sabha,Dadra And Nagar Haveli And Daman And Diu,Kalaben Mohanbhai Delkar,Elected MP,2024-2029,,269500000.0,REAL_GOVT_PDF
LS225,225,Lok Sabha,Tamil Nadu,Kalanidhi Veeraswamy (2024-2029),Elected MP,,Chennai North,171500000.0,REAL_GOVT_PDF
LS226,226,Lok Sabha,Jharkhand,KALI CHARAN MUNDA (2024-2029),Elected MP,,Khunti(St),147000000.0,REAL_GOVT_PDF
LS227,227,Lok Sabha,Jharkhand,KALI CHARAN SINGH (2024-2029),Elected MP,,Chatra,147000000.0,REAL_GOVT_PDF
LS228,228,Lok Sabha,West Bengal,KALIPADA SAREN (2024-2029),Elected MP,,Jhargram(St),147000000.0,REAL_GOVT_PDF
LS229,229,Lok Sabha,West Bengal,Kalyan Banerjee (2024-2029),Elected MP,,Sreerampur,147000000.0,REAL_GOVT_PDF
LS230,230,Lok Sabha,Maharashtra,KALYAN VAIJINATHRAO KALE (2024-2029),Elected MP,,Jalna,147000000.0,REAL_GOVT_PDF
LS231,231,Lok Sabha,Assam,KAMAKHYA PRASAD TASA (2024-2029),Elected MP,,Kaziranga,147000000.0,REAL_GOVT_PDF
LS232,232,Lok Sabha,Delhi,Kamaljeet Sehrawat (2024-2029),Elected MP,,West Delhi,147000000.0,REAL_GOVT_PDF
LS233,233,Lok Sabha,Chhattisgarh,KAMLESH JANGDE (2024-2029),Elected MP,,Janjgir Champa(Sc),150384382.11,REAL_GOVT_PDF
LS234,234,Lok Sabha,Uttar Pradesh,Kamlesh Paswan (2024-2029),Elected MP,,Bansgaon(Sc),147000000.0,REAL_GOVT_PDF
LS235,235,Lok Sabha,Himachal Pradesh,Kangana Ranaut (2024-2029),Elected MP,,Mandi,147000000.0,REAL_GOVT_PDF
LS236,236,Lok Sabha,Tamil Nadu,Kani K Navas (2024-2029),Elected MP,,Ramanathapuram,147000000.0,REAL_GOVT_PDF
LS237,237,Lok Sabha,Tamil Nadu,Kanimozhi Karunanidhi (2024-2029),Elected MP,,Thoothukkudi,147000000.0,REAL_GOVT_PDF
LS238,238,Lok Sabha,Uttar Pradesh,KANWAR SINGH TANWAR (2024-2029),Elected MP,,Amroha,147000000.0,REAL_GOVT_PDF
LS239,239,Lok Sabha,Uttar Pradesh,KARAN BHUSHAN SINGH (2024-2029),Elected MP,,Kaiserganj,147000000.0,REAL_GOVT_PDF
LS240,240,Lok Sabha,West Bengal,KARTICK CHANDRA PAUL (2024-2029),Elected MP,,Raiganj,202677986.56,REAL_GOVT_PDF
LS241,241,Lok Sabha,Bihar,Kaushalendra Kumar (2024-2029),Elected MP,,Nalanda,147000000.0,REAL_GOVT_PDF
LS242,242,Lok Sabha,West Bengal,Khagen Murmu (2024-2029),Elected MP,,Maldaha Uttar,147000000.0,REAL_GOVT_PDF
LS243,243,Lok Sabha,West Bengal,Khalilur Rahaman (2024-2029),Elected MP,,Jangipur,147000000.0,REAL_GOVT_PDF
LS244,244,Lok Sabha,Andhra Pradesh,Kinjarapu Ram Mohan Naidu (2024-2029),Elected MP,,Srikakulam,171200630.11,REAL_GOVT_PDF
LS245,245,Lok Sabha,Arunachal Pradesh,Kiren Rijiju (2024-2029),Elected MP,,Arunachal West,147000000.0,REAL_GOVT_PDF
LS246,246,Lok Sabha,Uttar Pradesh,Kirti Vardhan Singh (2024-2029),Elected MP,,Gonda,147000000.0,REAL_GOVT_PDF
LS247,247,Lok Sabha,Telangana,Kishan Reddy Gangapuram (2024-2029),Elected MP,,Secunderabad,147000000.0,REAL_GOVT_PDF
LS248,248,Lok Sabha,Uttar Pradesh,KISHORI LAL (2024-2029),Elected MP,,Amethi,171500000.0,REAL_GOVT_PDF
LS249,249,Lok Sabha,Telangana,KONDA VISHWESHWAR REDDY (2024-2029),Elected MP,,Chelvella,233721420.96,REAL_GOVT_PDF
LS250,250,Lok Sabha,Karnataka,KOTA SRINIVAS POOJARY (2024-2029),Elected MP,,Udupi Chikmagalur,147000000.0,REAL_GOVT_PDF
LS251,251,Lok Sabha,Assam,Kripanath Mallah (2024-2029),Elected MP,,Karimganj (Sc),147000000.0,REAL_GOVT_PDF
LS252,252,Lok Sabha,Haryana,Krishan Pal Gurjar (2024-2029),Elected MP,,Faridabad,147000000.0,REAL_GOVT_PDF
LS253,253,Lok Sabha,Uttar Pradesh,KRISHNA DEVI SHIVSHANKER PATEL (2024-2029),Elected MP,,Banda,147000000.0,REAL_GOVT_PDF
LS254,254,Lok Sabha,Andhra Pradesh,Krishna Prasad Tenneti (2024-2029),Elected MP,,Bapatla,167796849.11,REAL_GOVT_PDF
LS255,255,Lok Sabha,Tripura,KRITI DEVI DEBBARMAN (2024-2029),Elected MP,,Tripura East(St),147000000.0,REAL_GOVT_PDF
LS256,256,Lok Sabha,Rajasthan,KULDEEP INDORA (2024-2029),Elected MP,,Ganganagar(Sc),147000000.0,REAL_GOVT_PDF
LS257,257,Lok Sabha,Telangana,KUNDURU RAGHUVEER (2024-2029),Elected MP,,Nalgonda,162952022.0,REAL_GOVT_PDF
LS258,258,Lok Sabha,Uttar Pradesh,LALJI VERMA (2024-2029),Elected MP,,Ambedkar Nagar,147000000.0,REAL_GOVT_PDF
LS259,259,Lok Sabha,Andhra Pradesh,Lavu Sri Krishna Devarayalu (2024-2029),Elected MP,,Narasaraopet,174009663.11,REAL_GOVT_PDF
LS260,260,Lok Sabha,Uttar Pradesh,LAXMIKANT PAPPU NISHAD (2024-2029),Elected MP,,Sant Kabir Nagar,147000000.0,REAL_GOVT_PDF
LS261,261,Lok Sabha,Bihar,LOVELY ANAND (2024-2029),Elected MP,,Sheohar,147000000.0,REAL_GOVT_PDF
LS262,262,Lok Sabha,Rajasthan,LUMBARAM (2024-2029),Elected MP,,Jalore,147000000.0,REAL_GOVT_PDF
LS263,263,Lok Sabha,Karnataka,M. MALLESH BABU (2024-2029),Elected MP,,Kolar(Sc),147065957.11,REAL_GOVT_PDF
LS264,264,Lok Sabha,Tamil Nadu,M.K. VISHNUPRASAD (2024-2029),Elected MP,,Cuddalore,147000000.0,REAL_GOVT_PDF
LS265,265,Lok Sabha,Andhra Pradesh,Maddila Gurumoorthy (2024-2029),Elected MP,,Tirupati(Sc),180399007.0,REAL_GOVT_PDF
LS266,266,Lok Sabha,Telangana,MADHAVANENI RAGHUNANDAN RAO (2024-2029),Elected MP,,Medak,147000000.0,REAL_GOVT_PDF
LS267,267,Lok Sabha,Andhra Pradesh,Magunta Sreenivasulu Reddy (2024-2029),Elected MP,,Ongole,147000000.0,REAL_GOVT_PDF
LS268,268,Lok Sabha,Madhya Pradesh,Mahendra Singh Solanky (2024-2029),Elected MP,,Dewas(Sc),147000000.0,REAL_GOVT_PDF
LS269,269,Lok Sabha,Chhattisgarh,MAHESH KASHYAP (2024-2029),Elected MP,,Bastar(St),147000000.0,REAL_GOVT_PDF
LS270,270,Lok Sabha,Uttar Pradesh,Mahesh Sharma (2024-2029),Elected MP,,Gautam Buddha Nagar,148816284.11,REAL_GOVT_PDF
LS271,271,Lok Sabha,Rajasthan,MAHIMA KUMARI MEWAR (2024-2029),Elected MP,,Rajsamand,183892143.0,REAL_GOVT_PDF
LS272,272,Lok Sabha,Uttarakhand,Mala Rajya Laxmi Shah (2024-2029),Elected MP,,Tehri Garhwal,147000000.0,REAL_GOVT_PDF
LS273,273,Lok Sabha,West Bengal,Mala Roy (2024-2029),Elected MP,,Kolkata Dakshin,147000000.0,REAL_GOVT_PDF
LS274,274,Lok Sabha,Tamil Nadu,MALAIYARASAN D (2024-2029),Elected MP,,Kallakurichi,201599593.0,REAL_GOVT_PDF
LS275,275,Lok Sabha,Odisha,MALVIKA DEVI (2024-2029),Elected MP,,Kalahandi,147000000.0,REAL_GOVT_PDF
LS276,276,Lok Sabha,Punjab,MALVINDER SINGH KANG (2024-2029),Elected MP,,Anandpur Sahib,147000000.0,REAL_GOVT_PDF
LS277,277,Lok Sabha,Tamil Nadu,MANI. A. (2024-2029),Elected MP,,Dharamapuri,164515071.11,REAL_GOVT_PDF
LS278,278,Lok Sabha,Tamil Nadu,Manickam Tagore B (2024-2029),Elected MP,,Virudhunagar,147000000.0,REAL_GOVT_PDF
LS279,279,Lok Sabha,Jharkhand,MANISH JAISWAL (2024-2029),Elected MP,,Hazaribagh,147000000.0,REAL_GOVT_PDF
LS280,280,Lok Sabha,Chandigarh,MANISH TEWARI (2024-2029),Elected MP,,Chandigarh,178351443.75,REAL_GOVT_PDF
LS281,281,Lok Sabha,Rajasthan,MANJU SHARMA (2024-2029),Elected MP,,Jaipur,167082901.11,REAL_GOVT_PDF
LS282,282,Lok Sabha,Rajasthan,MANNA LAL RAWAT (2024-2029),Elected MP,,Udaipur(St),147000000.0,REAL_GOVT_PDF
LS283,283,Lok Sabha,Haryana,MANOHAR LAL (2024-2029),Elected MP,,Karnal,147000000.0,REAL_GOVT_PDF
LS284,284,Lok Sabha,Bihar,MANOJ KUMAR (2024-2029),Elected MP,,Sasaram(Sc),147000000.0,REAL_GOVT_PDF
LS285,285,Lok Sabha,West Bengal,MANOJ TIGGA (2024-2029),Elected MP,,Alipurduars(St),147000000.0,REAL_GOVT_PDF
LS286,286,Lok Sabha,Delhi,Manoj Tiwari (2024-2029),Elected MP,,North East Delhi,225843858.0,REAL_GOVT_PDF
LS287,287,Lok Sabha,Gujarat,Mansukhbhai Dhanjibhai Vasava (2024-2029),Elected MP,,Bharuch,147000000.0,REAL_GOVT_PDF
LS288,288,Lok Sabha,Jammu And Kashmir,MIAN ALTAF AHMAD (2024-2029),Elected MP,,Anantnag,147000000.0,REAL_GOVT_PDF
LS289,289,Lok Sabha,Andhra Pradesh,Midhun Reddy (2024-2029),Elected MP,,Rajampet,178951477.11,REAL_GOVT_PDF
LS290,290,Lok Sabha,Bihar,MISHA BHARTI (2024-2029),Elected MP,,Pataliputra,147000000.0,REAL_GOVT_PDF
LS291,291,Lok Sabha,Gujarat,Mitesh Rameshbhai Bakabhai Patel (2024-2029),Elected MP,,Anand,147000000.0,REAL_GOVT_PDF
LS292,292,Lok Sabha,Ladakh,Mohamed Haneefa (2024-2029),Elected MP,,Ladakh,161114542.0,REAL_GOVT_PDF
LS293,293,Lok Sabha,Uttar Pradesh,MOHIBBULLAH (2024-2029),Elected MP,,Rampur,147000000.0,REAL_GOVT_PDF
LS294,294,Lok Sabha,Maharashtra,MOHITE PATIL DHAIRYASHEEL RAJSINH (2024-2029),Elected MP,,Madha,195613601.7,REAL_GOVT_PDF
LS295,295,Lok Sabha,Bihar,Mr Gopal Jee Thakur (2024-2029),Elected MP,,Darbhanga,147000000.0,REAL_GOVT_PDF
LS296,296,Lok Sabha,West Bengal,Ms Mahua Moitra (2024-2029),Elected MP,,Krishnanagar,159865046.0,REAL_GOVT_PDF
LS297,297,Lok Sabha,Lakshadweep,MUHAMMED HAMDULLAH SAYEED (2024-2029),Elected MP,,Lakshadweep(St),153942460.41,REAL_GOVT_PDF
LS298,298,Lok Sabha,Uttar Pradesh,Mukesh Rajput (2024-2029),Elected MP,,Farrukhabad,147000000.0,REAL_GOVT_PDF
LS299,299,Lok Sabha,Gujarat,MUKESHKUMAR CHANDRAKAANT DALAL (2024-2029),Elected MP,,Surat,147000000.0,REAL_GOVT_PDF
LS300,300,Lok Sabha,Rajasthan,MURARI LAL MEENA (2024-2029),Elected MP,,Dausa(St),147000000.0,REAL_GOVT_PDF
LS301,301,Lok Sabha,Tamil Nadu,MURASOLI S (2024-2029),Elected MP,,Thanjavur,147000000.0,REAL_GOVT_PDF
LS302,302,Lok Sabha,Maharashtra,MURLIDHAR MOHOL (2024-2029),Elected MP,,Pune,147000000.0,REAL_GOVT_PDF
LS303,303,Lok Sabha,Odisha,NABA CHARAN MAJHI (2024-2029),Elected MP,,Mayurbhanj (St),147563957.11,REAL_GOVT_PDF
LS304,304,Lok Sabha,Jharkhand,NALIN SOREN (2024-2029),Elected MP,,Dumka(St),147364097.11,REAL_GOVT_PDF
LS305,305,Lok Sabha,Uttar Pradesh,NARAYAN DAS AHIRWAR (2024-2029),Elected MP,,Jalaun(Sc),147000000.0,REAL_GOVT_PDF
LS306,306,Lok Sabha,Maharashtra,NARAYAN TATU RANE (2024-2029),Elected MP,,Ratnagiri-Sindhudurg,147000000.0,REAL_GOVT_PDF
LS307,307,Lok Sabha,Uttar Pradesh,NARESH CHANDRA UTTAM PATEL (2024-2029),Elected MP,,Fatehpur,147000000.0,REAL_GOVT_PDF
LS308,308,Lok Sabha,Maharashtra,NARESH GANPAT MHASKE (2024-2029),Elected MP,,Thane,147000000.0,REAL_GOVT_PDF
LS309,309,Lok Sabha,Haryana,NAVEEN JINDAL (2024-2029),Elected MP,,Kurukshetra,147000000.0,REAL_GOVT_PDF
LS310,310,Lok Sabha,Uttar Pradesh,NEERAJ MAURYA (2024-2029),Elected MP,,Aonla,147000000.0,REAL_GOVT_PDF
LS311,311,Lok Sabha,Maharashtra,NILESH DNYANDEV LANKE (2024-2029),Elected MP,,Ahmednagar,147000000.0,REAL_GOVT_PDF
LS312,312,Lok Sabha,Gujarat,NIMUBEN JAYANTIBHAI BAMBHANIYA (2024-2029),Elected MP,,Bhavnagar,147000000.0,REAL_GOVT_PDF
LS313,313,Lok Sabha,Jharkhand,Nishikant Dubey (2024-2029),Elected MP,,Godda,147000000.0,REAL_GOVT_PDF
LS314,314,Lok Sabha,Maharashtra,Nitin Jairam Gadkari (2024-2029),Elected MP,,Nagpur,168195086.11,REAL_GOVT_PDF
LS315,315,Lok Sabha,Bihar,Nityanand Rai (2024-2029),Elected MP,,Ujjarpur,147000000.0,REAL_GOVT_PDF
LS316,316,Lok Sabha,Rajasthan,Om Birla (2024-2029),Elected MP,,Kota,163906956.6,REAL_GOVT_PDF
LS317,317,Lok Sabha,Maharashtra,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar (2024-2029),Elected MP,,Osmanabad,184758519.11,REAL_GOVT_PDF
LS318,318,Lok Sabha,Karnataka,P C Mohan (2024-2029),Elected MP,,Bangalore Central,159995711.11,REAL_GOVT_PDF
LS319,319,Lok Sabha,Uttar Pradesh,Pankaj Chowdhary (2024-2029),Elected MP,,Maharajganj_Up,147000000.0,REAL_GOVT_PDF
LS320,320,Lok Sabha,Assam,PARIMAL SUKLABAIDYA (2024-2029),Elected MP,,Silchar,148300157.11,REAL_GOVT_PDF
LS321,321,Lok Sabha,Gujarat,PARSHOTTAMBHAI RUPALA (2024-2029),Elected MP,,Rajkot,147000000.0,REAL_GOVT_PDF
LS322,322,Lok Sabha,West Bengal,PARTHA BHOWMICK (2024-2029),Elected MP,,Barrackpur,147000000.0,REAL_GOVT_PDF
LS323,323,Lok Sabha,Karnataka,Parvatagouda Chandanagouda Gaddigoudar (2024-2029),Elected MP,,Bagalkot,167541747.11,REAL_GOVT_PDF
LS324,324,Lok Sabha,Dadra And Nagar Haveli And Daman And Diu,PATEL UMESHBHAI BABUBHAI,Elected MP,2024-2029,,245063957.0,REAL_GOVT_PDF
LS325,325,Lok Sabha,West Bengal,PATHAN YUSUF (2024-2029),Elected MP,,Baharampur,147000000.0,REAL_GOVT_PDF
LS326,326,Lok Sabha,Assam,PHANI BHUSAN CHOUDHURY (2024-2029),Elected MP,,Barpeta,147000000.0,REAL_GOVT_PDF
LS327,327,Lok Sabha,Maharashtra,Piyush Vedprakash Goyal (2024-2029),Elected MP,,Mumbai North,147000000.0,REAL_GOVT_PDF
LS328,328,Lok Sabha,Andhra Pradesh,PRABHAKAR REDDY VEMIREDDY (2024-2029),Elected MP,,Nellore(Sc),147000000.0,REAL_GOVT_PDF
LS329,329,Lok Sabha,Gujarat,Prabhubhai Nagarbhai Vasava (2024-2029),Elected MP,,Bardoli(St),147000000.0,REAL_GOVT_PDF
LS330,330,Lok Sabha,Assam,Pradan Baruah (2024-2029),Elected MP,,Lakhimpur,147000000.0,REAL_GOVT_PDF
LS331,331,Lok Sabha,Bihar,Pradeep Kumar Singh (2024-2029),Elected MP,,Araria,147000000.0,REAL_GOVT_PDF
LS332,332,Lok Sabha,Odisha,PRADEEP PUROHIT (2024-2029),Elected MP,,Bargarh,147000000.0,REAL_GOVT_PDF
LS333,333,Lok Sabha,Assam,Pradyut Bordoloi (2024-2029),Elected MP,,Nowgong,98000000.0,REAL_GOVT_PDF
LS334,334,Lok Sabha,Karnataka,Pralhad Venkatesh Joshi (2024-2029),Elected MP,,Dharwad,147000000.0,REAL_GOVT_PDF
LS335,335,Lok Sabha,Maharashtra,PRANITI SUSHILKUMAR SHINDE (2024-2029),Elected MP,,Solapur(Sc),147000000.0,REAL_GOVT_PDF
LS336,336,Lok Sabha,West Bengal,Prasun Banerjee (2024-2029),Elected MP,,Howrah,147000000.0,REAL_GOVT_PDF
LS337,337,Lok Sabha,Odisha,Pratap Chandra Sarangi (2024-2029),Elected MP,,Balasore,147064254.11,REAL_GOVT_PDF
LS338,338,Lok Sabha,Maharashtra,Prataprao Jadhav (2024-2029),Elected MP,,Buldhana,147000000.0,REAL_GOVT_PDF
LS339,339,Lok Sabha,West Bengal,Pratima Mondal (2024-2029),Elected MP,,Joynagar(Sc),147000000.0,REAL_GOVT_PDF
LS340,340,Lok Sabha,Delhi,Praveen Khandelwal (2024-2029),Elected MP,,Chandini Chowk,147470276.0,REAL_GOVT_PDF
LS341,341,Lok Sabha,Uttar Pradesh,PRAVEEN PATEL (2024-2029),Elected MP,,Phulpur,151559884.09,REAL_GOVT_PDF
LS342,342,Lok Sabha,Uttar Pradesh,PRIYA SAROJ (2024-2029),Elected MP,,Machhlishahr(Sc),147000000.0,REAL_GOVT_PDF
LS343,343,Lok Sabha,Kerala,Priyanka Gandhi Vadra (2024-2029),Elected MP,,Wayanad,122500000.0,REAL_GOVT_PDF
LS344,344,Lok Sabha,Karnataka,PRIYANKA SATISH JARKIHOLI (2024-2029),Elected MP,,Chikkodi,147000000.0,REAL_GOVT_PDF
LS345,345,Lok Sabha,West Bengal,Prof Sougata Ray (2024-2029),Elected MP,,Dum Dum,147000000.0,REAL_GOVT_PDF
LS346,346,Lok Sabha,Uttar Pradesh,Prof SP Singh Baghel (2024-2029),Elected MP,,Agra(Sc),147000000.0,REAL_GOVT_PDF
LS347,347,Lok Sabha,Uttar Pradesh,PUSHPENDRA SAROJ (2024-2029),Elected MP,,Kaushambi(Sc),147000000.0,REAL_GOVT_PDF
LS348,348,Lok Sabha,Andhra Pradesh,Putta Mahesh Kumar (2024-2029),Elected MP,,Eluru,147000000.0,REAL_GOVT_PDF
LS349,349,Lok Sabha,Uttar Pradesh,R.K. CHAUDHARY (2024-2029),Elected MP,,Mohanlalganj(Sc),147000000.0,REAL_GOVT_PDF
LS350,350,Lok Sabha,Odisha,RABINDRA NARAYAN BEHERA (2024-2029),Elected MP,,Jajpur(Sc),147064617.11,REAL_GOVT_PDF
LS351,351,Lok Sabha,West Bengal,RACHNA BANERJEE (2024-2029),Elected MP,,Hooghly,147000000.0,REAL_GOVT_PDF
LS352,352,Lok Sabha,Bihar,Radha Mohan Singh (2024-2029),Elected MP,,Purvi Champaran,147000000.0,REAL_GOVT_PDF
LS353,353,Lok Sabha,Karnataka,RADHAKRISHNA (2024-2029),Elected MP,,Gulbarga(Sc),147000000.0,REAL_GOVT_PDF
LS354,354,Lok Sabha,Chhattisgarh,RADHE SHYAM RATHIYA (2024-2029),Elected MP,,Raigarh(St),159706972.09,REAL_GOVT_PDF
LS355,355,Lok Sabha,Uttar Pradesh,RAHUL GANDHI (2024-2029),Elected MP,,Rae Bareli,147000000.0,REAL_GOVT_PDF
LS356,356,Lok Sabha,Rajasthan,Rahul Kaswan (2024-2029),Elected MP,,Churu,147000000.0,REAL_GOVT_PDF
LS357,357,Lok Sabha,Madhya Pradesh,RAHUL SINGH LODHI (2024-2029),Elected MP,,Damoh,163058785.37,REAL_GOVT_PDF
LS358,358,Lok Sabha,Bihar,RAJ BHUSHAN CHOUDHARY (2024-2029),Elected MP,,Muzaffarpur,147000000.0,REAL_GOVT_PDF
LS359,359,Lok Sabha,Rajasthan,RAJ KUMAR ROAT (2024-2029),Elected MP,,Banswara(St),147000000.0,REAL_GOVT_PDF
LS360,360,Lok Sabha,Bihar,RAJA RAM SINGH (2024-2029),Elected MP,,Karakat,147000000.0,REAL_GOVT_PDF
LS361,361,Lok Sabha,Maharashtra,RAJABHAU (2024-2029),Elected MP,,Nashik,152878682.11,REAL_GOVT_PDF
LS362,362,Lok Sabha,Himachal Pradesh,RAJEEV BHARDWAJ (2024-2029),Elected MP,,Kangra,179388967.11,REAL_GOVT_PDF
LS363,363,Lok Sabha,Uttar Pradesh,RAJEEV RAI (2024-2029),Elected MP,,Ghosi,147000000.0,REAL_GOVT_PDF
LS364,364,Lok Sabha,Bihar,RAJESH RANJAN ALIAS PAPPU YADAV (2024-2029),Elected MP,,Purnea,147000000.0,REAL_GOVT_PDF
LS365,365,Lok Sabha,Bihar,RAJESH VERMA (2024-2029),Elected MP,,Khagaria,147000000.0,REAL_GOVT_PDF
LS366,366,Lok Sabha,Gujarat,Rajeshbhai Naranbhai Chudasama (2024-2029),Elected MP,,Junagadh,147000000.0,REAL_GOVT_PDF
LS367,367,Lok Sabha,Bihar,Rajiv Pratap Rudy (2024-2029),Elected MP,,Saran,147000000.0,REAL_GOVT_PDF
LS368,368,Lok Sabha,Bihar,Rajiv Ranjan (Lalan) Singh (2024-2029),Elected MP,,Munger,147000000.0,REAL_GOVT_PDF
LS369,369,Lok Sabha,Uttar Pradesh,Rajkumar Chahar (2024-2029),Elected MP,,Fatehpur Sikri,147000000.0,REAL_GOVT_PDF
LS370,370,Lok Sabha,Uttar Pradesh,Rajnath Singh (2024-2029),Elected MP,,Lucknow,154808797.11,REAL_GOVT_PDF
LS371,371,Lok Sabha,Gujarat,RAJPALSINH MAHENDRASINH JADAV (2024-2029),Elected MP,,Panchmahal,147000000.0,REAL_GOVT_PDF
